"","sector","state","year","action_occurred"
"2072","Other Services","Indiana",2022,0
"2073","Other Services","Indiana",2023,0
"2074","Other Services","Indiana",2024,0
"2075","Other Services","Indiana",2025,0
"2076","Other Services","Iowa",2021,0
"2077","Other Services","Iowa",2022,0
"2078","Other Services","Iowa",2023,0
"2079","Other Services","Iowa",2024,0
"2080","Other Services","Iowa",2025,0
"2081","Other Services","Kansas",2021,1
"2082","Other Services","Kansas",2022,0
"2083","Other Services","Kansas",2023,0
"2084","Other Services","Kansas",2024,0
"2085","Other Services","Kansas",2025,0
"2086","Other Services","Kentucky",2021,0
"2087","Other Services","Kentucky",2022,0
"2088","Other Services","Kentucky",2023,0
"2089","Other Services","Kentucky",2024,1
"2090","Other Services","Kentucky",2025,0
"2091","Other Services","Louisiana",2021,0
"2092","Other Services","Louisiana",2022,0
"2093","Other Services","Louisiana",2023,0
"2094","Other Services","Louisiana",2024,0
"2095","Other Services","Louisiana",2025,0
"2096","Other Services","Maine",2021,1
"2097","Other Services","Maine",2022,0
"2098","Other Services","Maine",2023,0
"2099","Other Services","Maine",2024,0
"2100","Other Services","Maine",2025,1
"2101","Other Services","Maryland",2021,0
"2102","Other Services","Maryland",2022,0
"2103","Other Services","Maryland",2023,0
"2104","Other Services","Maryland",2024,0
"2105","Other Services","Maryland",2025,0
"2106","Other Services","Massachusetts",2021,0
"2107","Other Services","Massachusetts",2022,1
"2108","Other Services","Massachusetts",2023,0
"2109","Other Services","Massachusetts",2024,0
"2110","Other Services","Massachusetts",2025,0
"2111","Other Services","Michigan",2021,0
"2112","Other Services","Michigan",2022,0
"2113","Other Services","Michigan",2023,0
"2114","Other Services","Michigan",2024,0
"2115","Other Services","Michigan",2025,0
"2116","Other Services","Minnesota",2021,1
"2117","Other Services","Minnesota",2022,0
"2118","Other Services","Minnesota",2023,0
"2119","Other Services","Minnesota",2024,0
"2120","Other Services","Minnesota",2025,0
"2121","Other Services","Mississippi",2021,0
"2122","Other Services","Mississippi",2022,0
"2123","Other Services","Mississippi",2023,0
"2124","Other Services","Mississippi",2024,0
"2125","Other Services","Mississippi",2025,0
"2126","Other Services","Missouri",2021,0
"2127","Other Services","Missouri",2022,0
"2128","Other Services","Missouri",2023,0
"2129","Other Services","Missouri",2024,0
"2130","Other Services","Missouri",2025,0
"2131","Other Services","Montana",2021,0
"2132","Other Services","Montana",2022,0
"2133","Other Services","Montana",2023,0
"2134","Other Services","Montana",2024,0
"2135","Other Services","Montana",2025,0
"2136","Other Services","Nebraska",2021,0
"2137","Other Services","Nebraska",2022,0
"2138","Other Services","Nebraska",2023,0
"2139","Other Services","Nebraska",2024,0
"2140","Other Services","Nebraska",2025,0
"2141","Other Services","Nevada",2021,0
"2142","Other Services","Nevada",2022,1
"2143","Other Services","Nevada",2023,0
"2144","Other Services","Nevada",2024,0
"2145","Other Services","Nevada",2025,0
"2146","Other Services","New Hampshire",2021,0
"2147","Other Services","New Hampshire",2022,0
"2148","Other Services","New Hampshire",2023,0
"2149","Other Services","New Hampshire",2024,0
"2150","Other Services","New Hampshire",2025,0
"2151","Other Services","New Jersey",2021,0
"2152","Other Services","New Jersey",2022,1
"2153","Other Services","New Jersey",2023,0
"2154","Other Services","New Jersey",2024,0
"2155","Other Services","New Jersey",2025,0
"2156","Other Services","New Mexico",2021,0
"2157","Other Services","New Mexico",2022,0
"2158","Other Services","New Mexico",2023,0
"2159","Other Services","New Mexico",2024,0
"2160","Other Services","New Mexico",2025,0
"2161","Other Services","New York",2021,1
"2162","Other Services","New York",2022,0
"2163","Other Services","New York",2023,1
"2164","Other Services","New York",2024,1
"2165","Other Services","New York",2025,1
"2166","Other Services","North Carolina",2021,0
"2167","Other Services","North Carolina",2022,0
"2168","Other Services","North Carolina",2023,0
"2169","Other Services","North Carolina",2024,0
"2170","Other Services","North Carolina",2025,0
"2171","Other Services","North Dakota",2021,0
"2172","Other Services","North Dakota",2022,0
"2173","Other Services","North Dakota",2023,0
"2174","Other Services","North Dakota",2024,0
"2175","Other Services","North Dakota",2025,0
"2176","Other Services","Ohio",2021,0
"2177","Other Services","Ohio",2022,0
"2178","Other Services","Ohio",2023,0
"2179","Other Services","Ohio",2024,1
"2180","Other Services","Ohio",2025,1
"2181","Other Services","Oklahoma",2021,0
"2182","Other Services","Oklahoma",2022,0
"2183","Other Services","Oklahoma",2023,0
"2184","Other Services","Oklahoma",2024,0
"2185","Other Services","Oklahoma",2025,0
"2186","Other Services","Oregon",2021,0
"2187","Other Services","Oregon",2022,1
"2188","Other Services","Oregon",2023,0
"2189","Other Services","Oregon",2024,0
"2190","Other Services","Oregon",2025,0
"2191","Other Services","Pennsylvania",2021,0
"2192","Other Services","Pennsylvania",2022,0
"2193","Other Services","Pennsylvania",2023,1
"2194","Other Services","Pennsylvania",2024,1
"2195","Other Services","Pennsylvania",2025,0
"2196","Other Services","Rhode Island",2021,0
"2197","Other Services","Rhode Island",2022,0
"2198","Other Services","Rhode Island",2023,0
"2199","Other Services","Rhode Island",2024,0
"2200","Other Services","Rhode Island",2025,0
"2201","Other Services","South Carolina",2021,0
"2202","Other Services","South Carolina",2022,0
"2203","Other Services","South Carolina",2023,0
"2204","Other Services","South Carolina",2024,0
"2205","Other Services","South Carolina",2025,0
"2206","Other Services","Tennessee",2021,0
"2207","Other Services","Tennessee",2022,0
"2208","Other Services","Tennessee",2023,0
"2209","Other Services","Tennessee",2024,0
"2210","Other Services","Tennessee",2025,0
"2211","Other Services","Texas",2021,0
"2212","Other Services","Texas",2022,0
"2213","Other Services","Texas",2023,0
"2214","Other Services","Texas",2024,1
"2215","Other Services","Texas",2025,0
"2216","Other Services","Utah",2021,0
"2217","Other Services","Utah",2022,0
"2218","Other Services","Utah",2023,0
"2219","Other Services","Utah",2024,0
"2220","Other Services","Utah",2025,0
"2221","Other Services","Vermont",2021,1
"2222","Other Services","Vermont",2022,0
"2223","Other Services","Vermont",2023,0
"2224","Other Services","Vermont",2024,1
"2225","Other Services","Vermont",2025,0
"2226","Other Services","Virginia",2021,1
"2227","Other Services","Virginia",2022,0
"2228","Other Services","Virginia",2023,0
"2229","Other Services","Virginia",2024,0
"2230","Other Services","Virginia",2025,0
"2231","Other Services","Washington",2021,1
"2232","Other Services","Washington",2022,1
"2233","Other Services","Washington",2023,1
"2234","Other Services","Washington",2024,1
"2235","Other Services","Washington",2025,1
"2236","Other Services","West Virginia",2021,1
"2237","Other Services","West Virginia",2022,0
"2238","Other Services","West Virginia",2023,0
"2239","Other Services","West Virginia",2024,0
"2240","Other Services","West Virginia",2025,0
"2241","Other Services","Wisconsin",2021,0
"2242","Other Services","Wisconsin",2022,0
"2243","Other Services","Wisconsin",2023,0
"2244","Other Services","Wisconsin",2024,0
"2245","Other Services","Wisconsin",2025,0
"2246","Other Services","Wyoming",2021,0
"2247","Other Services","Wyoming",2022,0
"2248","Other Services","Wyoming",2023,0
"2249","Other Services","Wyoming",2024,0
"2250","Other Services","Wyoming",2025,0
"2251","Professional and Business Services","Alabama",2021,0
"2252","Professional and Business Services","Alabama",2022,1
"2253","Professional and Business Services","Alabama",2023,0
"2254","Professional and Business Services","Alabama",2024,0
"2255","Professional and Business Services","Alabama",2025,0
"2256","Professional and Business Services","Alaska",2021,0
"2257","Professional and Business Services","Alaska",2022,0
"2258","Professional and Business Services","Alaska",2023,0
"2259","Professional and Business Services","Alaska",2024,0
"2260","Professional and Business Services","Alaska",2025,0
"2261","Professional and Business Services","Arizona",2021,0
"2262","Professional and Business Services","Arizona",2022,0
"2263","Professional and Business Services","Arizona",2023,0
"2264","Professional and Business Services","Arizona",2024,0
"2265","Professional and Business Services","Arizona",2025,0
"2266","Professional and Business Services","Arkansas",2021,0
"2267","Professional and Business Services","Arkansas",2022,0
"2268","Professional and Business Services","Arkansas",2023,0
"2269","Professional and Business Services","Arkansas",2024,1
"2270","Professional and Business Services","Arkansas",2025,0
"2271","Professional and Business Services","California",2021,1
"2272","Professional and Business Services","California",2022,1
"2273","Professional and Business Services","California",2023,1
"2274","Professional and Business Services","California",2024,1
"2275","Professional and Business Services","California",2025,1
"2276","Professional and Business Services","Colorado",2021,1
"2277","Professional and Business Services","Colorado",2022,0
"2278","Professional and Business Services","Colorado",2023,0
"2279","Professional and Business Services","Colorado",2024,1
"2280","Professional and Business Services","Colorado",2025,0
"2281","Professional and Business Services","Connecticut",2021,0
"2282","Professional and Business Services","Connecticut",2022,0
"2283","Professional and Business Services","Connecticut",2023,1
"2284","Professional and Business Services","Connecticut",2024,0
"2285","Professional and Business Services","Connecticut",2025,0
"2286","Professional and Business Services","Delaware",2021,0
"2287","Professional and Business Services","Delaware",2022,0
"2288","Professional and Business Services","Delaware",2023,0
"2289","Professional and Business Services","Delaware",2024,0
"2290","Professional and Business Services","Delaware",2025,0
"2291","Professional and Business Services","District of Columbia",2021,0
"2292","Professional and Business Services","District of Columbia",2022,0
"2293","Professional and Business Services","District of Columbia",2023,1
"2294","Professional and Business Services","District of Columbia",2024,0
"2295","Professional and Business Services","District of Columbia",2025,0
"2296","Professional and Business Services","Florida",2021,1
"2297","Professional and Business Services","Florida",2022,1
"2298","Professional and Business Services","Florida",2023,1
"2299","Professional and Business Services","Florida",2024,0
"2300","Professional and Business Services","Florida",2025,1
"2301","Professional and Business Services","Georgia",2021,0
"2302","Professional and Business Services","Georgia",2022,0
"2303","Professional and Business Services","Georgia",2023,1
"2304","Professional and Business Services","Georgia",2024,0
"2305","Professional and Business Services","Georgia",2025,0
"2306","Professional and Business Services","Hawaii",2021,0
"2307","Professional and Business Services","Hawaii",2022,0
"2308","Professional and Business Services","Hawaii",2023,0
"2309","Professional and Business Services","Hawaii",2024,0
"2310","Professional and Business Services","Hawaii",2025,0
"2311","Professional and Business Services","Idaho",2021,0
"2312","Professional and Business Services","Idaho",2022,0
"2313","Professional and Business Services","Idaho",2023,0
"2314","Professional and Business Services","Idaho",2024,0
"2315","Professional and Business Services","Idaho",2025,0
"2316","Professional and Business Services","Illinois",2021,0
"2317","Professional and Business Services","Illinois",2022,0
"2318","Professional and Business Services","Illinois",2023,1
"2319","Professional and Business Services","Illinois",2024,1
"2320","Professional and Business Services","Illinois",2025,0
"2321","Professional and Business Services","Indiana",2021,1
"2322","Professional and Business Services","Indiana",2022,0
"2323","Professional and Business Services","Indiana",2023,0
"2324","Professional and Business Services","Indiana",2024,0
"2325","Professional and Business Services","Indiana",2025,0
"2326","Professional and Business Services","Iowa",2021,0
"2327","Professional and Business Services","Iowa",2022,0
"2328","Professional and Business Services","Iowa",2023,0
"2329","Professional and Business Services","Iowa",2024,0
"2330","Professional and Business Services","Iowa",2025,0
"2331","Professional and Business Services","Kansas",2021,0
"2332","Professional and Business Services","Kansas",2022,0
"2333","Professional and Business Services","Kansas",2023,0
"2334","Professional and Business Services","Kansas",2024,0
"2335","Professional and Business Services","Kansas",2025,0
"2336","Professional and Business Services","Kentucky",2021,0
"2337","Professional and Business Services","Kentucky",2022,0
"2338","Professional and Business Services","Kentucky",2023,0
"2339","Professional and Business Services","Kentucky",2024,0
"2340","Professional and Business Services","Kentucky",2025,0
"2341","Professional and Business Services","Louisiana",2021,1
"2342","Professional and Business Services","Louisiana",2022,0
"2343","Professional and Business Services","Louisiana",2023,1
"2344","Professional and Business Services","Louisiana",2024,0
"2345","Professional and Business Services","Louisiana",2025,0
"2346","Professional and Business Services","Maine",2021,0
"2347","Professional and Business Services","Maine",2022,0
"2348","Professional and Business Services","Maine",2023,0
"2349","Professional and Business Services","Maine",2024,0
"2350","Professional and Business Services","Maine",2025,0
"2351","Professional and Business Services","Maryland",2021,0
"2352","Professional and Business Services","Maryland",2022,0
"2353","Professional and Business Services","Maryland",2023,1
"2354","Professional and Business Services","Maryland",2024,1
"2355","Professional and Business Services","Maryland",2025,1
"2356","Professional and Business Services","Massachusetts",2021,1
"2357","Professional and Business Services","Massachusetts",2022,1
"2358","Professional and Business Services","Massachusetts",2023,1
"2359","Professional and Business Services","Massachusetts",2024,0
"2360","Professional and Business Services","Massachusetts",2025,0
"2361","Professional and Business Services","Michigan",2021,0
"2362","Professional and Business Services","Michigan",2022,0
"2363","Professional and Business Services","Michigan",2023,0
"2364","Professional and Business Services","Michigan",2024,0
"2365","Professional and Business Services","Michigan",2025,0
"2366","Professional and Business Services","Minnesota",2021,1
"2367","Professional and Business Services","Minnesota",2022,0
"2368","Professional and Business Services","Minnesota",2023,0
"2369","Professional and Business Services","Minnesota",2024,1
"2370","Professional and Business Services","Minnesota",2025,0
"2371","Professional and Business Services","Mississippi",2021,0
"2372","Professional and Business Services","Mississippi",2022,1
"2373","Professional and Business Services","Mississippi",2023,1
"2374","Professional and Business Services","Mississippi",2024,0
"2375","Professional and Business Services","Mississippi",2025,0
"2376","Professional and Business Services","Missouri",2021,0
"2377","Professional and Business Services","Missouri",2022,0
"2378","Professional and Business Services","Missouri",2023,0
"2379","Professional and Business Services","Missouri",2024,0
"2380","Professional and Business Services","Missouri",2025,0
"2381","Professional and Business Services","Montana",2021,0
"2382","Professional and Business Services","Montana",2022,0
"2383","Professional and Business Services","Montana",2023,0
"2384","Professional and Business Services","Montana",2024,0
"2385","Professional and Business Services","Montana",2025,1
"2386","Professional and Business Services","Nebraska",2021,0
"2387","Professional and Business Services","Nebraska",2022,0
"2388","Professional and Business Services","Nebraska",2023,0
"2389","Professional and Business Services","Nebraska",2024,0
"2390","Professional and Business Services","Nebraska",2025,0
"2391","Professional and Business Services","Nevada",2021,0
"2392","Professional and Business Services","Nevada",2022,0
"2393","Professional and Business Services","Nevada",2023,1
"2394","Professional and Business Services","Nevada",2024,0
"2395","Professional and Business Services","Nevada",2025,0
"2396","Professional and Business Services","New Hampshire",2021,0
"2397","Professional and Business Services","New Hampshire",2022,0
"2398","Professional and Business Services","New Hampshire",2023,0
"2399","Professional and Business Services","New Hampshire",2024,0
"2400","Professional and Business Services","New Hampshire",2025,0
"2401","Professional and Business Services","New Jersey",2021,1
"2402","Professional and Business Services","New Jersey",2022,1
"2403","Professional and Business Services","New Jersey",2023,1
"2404","Professional and Business Services","New Jersey",2024,1
"2405","Professional and Business Services","New Jersey",2025,1
"2406","Professional and Business Services","New Mexico",2021,1
"2407","Professional and Business Services","New Mexico",2022,0
"2408","Professional and Business Services","New Mexico",2023,0
"2409","Professional and Business Services","New Mexico",2024,0
"2410","Professional and Business Services","New Mexico",2025,0
"2411","Professional and Business Services","New York",2021,1
"2412","Professional and Business Services","New York",2022,1
"2413","Professional and Business Services","New York",2023,1
"2414","Professional and Business Services","New York",2024,1
"2415","Professional and Business Services","New York",2025,1
"2416","Professional and Business Services","North Carolina",2021,0
"2417","Professional and Business Services","North Carolina",2022,0
"2418","Professional and Business Services","North Carolina",2023,1
"2419","Professional and Business Services","North Carolina",2024,1
"2420","Professional and Business Services","North Carolina",2025,1
"2421","Professional and Business Services","North Dakota",2021,0
"2422","Professional and Business Services","North Dakota",2022,0
"2423","Professional and Business Services","North Dakota",2023,0
"2424","Professional and Business Services","North Dakota",2024,0
"2425","Professional and Business Services","North Dakota",2025,0
"2426","Professional and Business Services","Ohio",2021,1
"2427","Professional and Business Services","Ohio",2022,1
"2428","Professional and Business Services","Ohio",2023,0
"2429","Professional and Business Services","Ohio",2024,1
"2430","Professional and Business Services","Ohio",2025,1
"2431","Professional and Business Services","Oklahoma",2021,0
"2432","Professional and Business Services","Oklahoma",2022,0
"2433","Professional and Business Services","Oklahoma",2023,0
"2434","Professional and Business Services","Oklahoma",2024,0
"2435","Professional and Business Services","Oklahoma",2025,0
"2436","Professional and Business Services","Oregon",2021,0
"2437","Professional and Business Services","Oregon",2022,0
"2438","Professional and Business Services","Oregon",2023,1
"2439","Professional and Business Services","Oregon",2024,0
"2440","Professional and Business Services","Oregon",2025,0
"2441","Professional and Business Services","Pennsylvania",2021,0
"2442","Professional and Business Services","Pennsylvania",2022,0
"2443","Professional and Business Services","Pennsylvania",2023,1
"2444","Professional and Business Services","Pennsylvania",2024,1
"2445","Professional and Business Services","Pennsylvania",2025,1
"2446","Professional and Business Services","Rhode Island",2021,0
"2447","Professional and Business Services","Rhode Island",2022,1
"2448","Professional and Business Services","Rhode Island",2023,0
"2449","Professional and Business Services","Rhode Island",2024,1
"2450","Professional and Business Services","Rhode Island",2025,0
"2451","Professional and Business Services","South Carolina",2021,0
"2452","Professional and Business Services","South Carolina",2022,0
"2453","Professional and Business Services","South Carolina",2023,0
"2454","Professional and Business Services","South Carolina",2024,0
"2455","Professional and Business Services","South Carolina",2025,0
"2456","Professional and Business Services","Tennessee",2021,1
"2457","Professional and Business Services","Tennessee",2022,1
"2458","Professional and Business Services","Tennessee",2023,1
"2459","Professional and Business Services","Tennessee",2024,1
"2460","Professional and Business Services","Tennessee",2025,0
"2461","Professional and Business Services","Texas",2021,0
"2462","Professional and Business Services","Texas",2022,1
"2463","Professional and Business Services","Texas",2023,0
"2464","Professional and Business Services","Texas",2024,0
"2465","Professional and Business Services","Texas",2025,0
"2466","Professional and Business Services","Utah",2021,0
"2467","Professional and Business Services","Utah",2022,0
"2468","Professional and Business Services","Utah",2023,0
"2469","Professional and Business Services","Utah",2024,0
"2470","Professional and Business Services","Utah",2025,1
"2471","Professional and Business Services","Vermont",2021,0
"2472","Professional and Business Services","Vermont",2022,0
"2473","Professional and Business Services","Vermont",2023,1
"2474","Professional and Business Services","Vermont",2024,0
"2475","Professional and Business Services","Vermont",2025,0
"2476","Professional and Business Services","Virginia",2021,0
"2477","Professional and Business Services","Virginia",2022,1
"2478","Professional and Business Services","Virginia",2023,0
"2479","Professional and Business Services","Virginia",2024,0
"2480","Professional and Business Services","Virginia",2025,1
"2481","Professional and Business Services","Washington",2021,0
"2482","Professional and Business Services","Washington",2022,0
"2483","Professional and Business Services","Washington",2023,0
"2484","Professional and Business Services","Washington",2024,0
"2485","Professional and Business Services","Washington",2025,0
"2486","Professional and Business Services","West Virginia",2021,0
"2487","Professional and Business Services","West Virginia",2022,0
"2488","Professional and Business Services","West Virginia",2023,0
"2489","Professional and Business Services","West Virginia",2024,0
"2490","Professional and Business Services","West Virginia",2025,0
"2491","Professional and Business Services","Wisconsin",2021,1
"2492","Professional and Business Services","Wisconsin",2022,1
"2493","Professional and Business Services","Wisconsin",2023,0
"2494","Professional and Business Services","Wisconsin",2024,0
"2495","Professional and Business Services","Wisconsin",2025,0
"2496","Professional and Business Services","Wyoming",2021,0
"2497","Professional and Business Services","Wyoming",2022,0
"2498","Professional and Business Services","Wyoming",2023,0
"2499","Professional and Business Services","Wyoming",2024,0
"2500","Professional and Business Services","Wyoming",2025,0
"2501","Trade, Transportation, and Utilities","Alabama",2021,1
"2502","Trade, Transportation, and Utilities","Alabama",2022,1
"2503","Trade, Transportation, and Utilities","Alabama",2023,0
"2504","Trade, Transportation, and Utilities","Alabama",2024,0
"2505","Trade, Transportation, and Utilities","Alabama",2025,1
"2506","Trade, Transportation, and Utilities","Alaska",2021,0
"2507","Trade, Transportation, and Utilities","Alaska",2022,1
"2508","Trade, Transportation, and Utilities","Alaska",2023,1
"2509","Trade, Transportation, and Utilities","Alaska",2024,0
"2510","Trade, Transportation, and Utilities","Alaska",2025,0
"2511","Trade, Transportation, and Utilities","Arizona",2021,1
"2512","Trade, Transportation, and Utilities","Arizona",2022,1
"2513","Trade, Transportation, and Utilities","Arizona",2023,1
"2514","Trade, Transportation, and Utilities","Arizona",2024,0
"2515","Trade, Transportation, and Utilities","Arizona",2025,1
"2516","Trade, Transportation, and Utilities","Arkansas",2021,1
"2517","Trade, Transportation, and Utilities","Arkansas",2022,1
"2518","Trade, Transportation, and Utilities","Arkansas",2023,0
"2519","Trade, Transportation, and Utilities","Arkansas",2024,0
"2520","Trade, Transportation, and Utilities","Arkansas",2025,0
"2521","Trade, Transportation, and Utilities","California",2021,1
"2522","Trade, Transportation, and Utilities","California",2022,1
"2523","Trade, Transportation, and Utilities","California",2023,1
"2524","Trade, Transportation, and Utilities","California",2024,1
"2525","Trade, Transportation, and Utilities","California",2025,1
"2526","Trade, Transportation, and Utilities","Colorado",2021,1
"2527","Trade, Transportation, and Utilities","Colorado",2022,1
"2528","Trade, Transportation, and Utilities","Colorado",2023,1
"2529","Trade, Transportation, and Utilities","Colorado",2024,1
"2530","Trade, Transportation, and Utilities","Colorado",2025,1
"2531","Trade, Transportation, and Utilities","Connecticut",2021,1
"2532","Trade, Transportation, and Utilities","Connecticut",2022,0
"2533","Trade, Transportation, and Utilities","Connecticut",2023,1
"2534","Trade, Transportation, and Utilities","Connecticut",2024,1
"2535","Trade, Transportation, and Utilities","Connecticut",2025,0
"2536","Trade, Transportation, and Utilities","Delaware",2021,1
"2537","Trade, Transportation, and Utilities","Delaware",2022,0
"2538","Trade, Transportation, and Utilities","Delaware",2023,0
"2539","Trade, Transportation, and Utilities","Delaware",2024,0
"2540","Trade, Transportation, and Utilities","Delaware",2025,0
"2541","Trade, Transportation, and Utilities","District of Columbia",2021,0
"2542","Trade, Transportation, and Utilities","District of Columbia",2022,1
"2543","Trade, Transportation, and Utilities","District of Columbia",2023,0
"2544","Trade, Transportation, and Utilities","District of Columbia",2024,0
"2545","Trade, Transportation, and Utilities","District of Columbia",2025,1
"2546","Trade, Transportation, and Utilities","Florida",2021,1
"2547","Trade, Transportation, and Utilities","Florida",2022,1
"2548","Trade, Transportation, and Utilities","Florida",2023,1
"2549","Trade, Transportation, and Utilities","Florida",2024,1
"2550","Trade, Transportation, and Utilities","Florida",2025,1
"2551","Trade, Transportation, and Utilities","Georgia",2021,1
"2552","Trade, Transportation, and Utilities","Georgia",2022,1
"2553","Trade, Transportation, and Utilities","Georgia",2023,1
"2554","Trade, Transportation, and Utilities","Georgia",2024,1
"2555","Trade, Transportation, and Utilities","Georgia",2025,0
"2556","Trade, Transportation, and Utilities","Hawaii",2021,0
"2557","Trade, Transportation, and Utilities","Hawaii",2022,0
"2558","Trade, Transportation, and Utilities","Hawaii",2023,1
"2559","Trade, Transportation, and Utilities","Hawaii",2024,0
"2560","Trade, Transportation, and Utilities","Hawaii",2025,0
"2561","Trade, Transportation, and Utilities","Idaho",2021,0
"2562","Trade, Transportation, and Utilities","Idaho",2022,0
"2563","Trade, Transportation, and Utilities","Idaho",2023,0
"2564","Trade, Transportation, and Utilities","Idaho",2024,0
"2565","Trade, Transportation, and Utilities","Idaho",2025,0
"2566","Trade, Transportation, and Utilities","Illinois",2021,1
"2567","Trade, Transportation, and Utilities","Illinois",2022,1
"2568","Trade, Transportation, and Utilities","Illinois",2023,1
"2569","Trade, Transportation, and Utilities","Illinois",2024,1
"2570","Trade, Transportation, and Utilities","Illinois",2025,1
"2571","Trade, Transportation, and Utilities","Indiana",2021,0
"2572","Trade, Transportation, and Utilities","Indiana",2022,0
"2573","Trade, Transportation, and Utilities","Indiana",2023,1
"2574","Trade, Transportation, and Utilities","Indiana",2024,1
"2575","Trade, Transportation, and Utilities","Indiana",2025,1
"2576","Trade, Transportation, and Utilities","Iowa",2021,0
"2577","Trade, Transportation, and Utilities","Iowa",2022,1
"2578","Trade, Transportation, and Utilities","Iowa",2023,0
"2579","Trade, Transportation, and Utilities","Iowa",2024,1
"2580","Trade, Transportation, and Utilities","Iowa",2025,1
"2581","Trade, Transportation, and Utilities","Kansas",2021,0
"2582","Trade, Transportation, and Utilities","Kansas",2022,1
"2583","Trade, Transportation, and Utilities","Kansas",2023,1
"2584","Trade, Transportation, and Utilities","Kansas",2024,0
"2585","Trade, Transportation, and Utilities","Kansas",2025,0
"2586","Trade, Transportation, and Utilities","Kentucky",2021,0
"2587","Trade, Transportation, and Utilities","Kentucky",2022,1
"2588","Trade, Transportation, and Utilities","Kentucky",2023,1
"2589","Trade, Transportation, and Utilities","Kentucky",2024,1
"2590","Trade, Transportation, and Utilities","Kentucky",2025,0
"2591","Trade, Transportation, and Utilities","Louisiana",2021,0
"2592","Trade, Transportation, and Utilities","Louisiana",2022,1
"2593","Trade, Transportation, and Utilities","Louisiana",2023,0
"2594","Trade, Transportation, and Utilities","Louisiana",2024,1
"2595","Trade, Transportation, and Utilities","Louisiana",2025,1
"2596","Trade, Transportation, and Utilities","Maine",2021,1
"2597","Trade, Transportation, and Utilities","Maine",2022,1
"2598","Trade, Transportation, and Utilities","Maine",2023,1
"2599","Trade, Transportation, and Utilities","Maine",2024,1
"2600","Trade, Transportation, and Utilities","Maine",2025,0
"2601","Trade, Transportation, and Utilities","Maryland",2021,1
"2602","Trade, Transportation, and Utilities","Maryland",2022,1
"2603","Trade, Transportation, and Utilities","Maryland",2023,1
"2604","Trade, Transportation, and Utilities","Maryland",2024,1
"2605","Trade, Transportation, and Utilities","Maryland",2025,1
"2606","Trade, Transportation, and Utilities","Massachusetts",2021,1
"2607","Trade, Transportation, and Utilities","Massachusetts",2022,1
"2608","Trade, Transportation, and Utilities","Massachusetts",2023,1
"2609","Trade, Transportation, and Utilities","Massachusetts",2024,1
"2610","Trade, Transportation, and Utilities","Massachusetts",2025,1
"2611","Trade, Transportation, and Utilities","Michigan",2021,1
"2612","Trade, Transportation, and Utilities","Michigan",2022,1
"2613","Trade, Transportation, and Utilities","Michigan",2023,1
"2614","Trade, Transportation, and Utilities","Michigan",2024,0
"2615","Trade, Transportation, and Utilities","Michigan",2025,0
"2616","Trade, Transportation, and Utilities","Minnesota",2021,1
"2617","Trade, Transportation, and Utilities","Minnesota",2022,1
"2618","Trade, Transportation, and Utilities","Minnesota",2023,1
"2619","Trade, Transportation, and Utilities","Minnesota",2024,1
"2620","Trade, Transportation, and Utilities","Minnesota",2025,1
"2621","Trade, Transportation, and Utilities","Mississippi",2021,0
"2622","Trade, Transportation, and Utilities","Mississippi",2022,0
"2623","Trade, Transportation, and Utilities","Mississippi",2023,0
"2624","Trade, Transportation, and Utilities","Mississippi",2024,1
"2625","Trade, Transportation, and Utilities","Mississippi",2025,1
"2626","Trade, Transportation, and Utilities","Missouri",2021,1
"2627","Trade, Transportation, and Utilities","Missouri",2022,1
"2628","Trade, Transportation, and Utilities","Missouri",2023,1
"2629","Trade, Transportation, and Utilities","Missouri",2024,1
"2630","Trade, Transportation, and Utilities","Missouri",2025,0
"2631","Trade, Transportation, and Utilities","Montana",2021,1
"2632","Trade, Transportation, and Utilities","Montana",2022,0
"2633","Trade, Transportation, and Utilities","Montana",2023,0
"2634","Trade, Transportation, and Utilities","Montana",2024,0
"2635","Trade, Transportation, and Utilities","Montana",2025,0
"2636","Trade, Transportation, and Utilities","Nebraska",2021,1
"2637","Trade, Transportation, and Utilities","Nebraska",2022,1
"2638","Trade, Transportation, and Utilities","Nebraska",2023,1
"2639","Trade, Transportation, and Utilities","Nebraska",2024,1
"2640","Trade, Transportation, and Utilities","Nebraska",2025,0
"2641","Trade, Transportation, and Utilities","Nevada",2021,1
"2642","Trade, Transportation, and Utilities","Nevada",2022,1
"2643","Trade, Transportation, and Utilities","Nevada",2023,0
"2644","Trade, Transportation, and Utilities","Nevada",2024,1
"2645","Trade, Transportation, and Utilities","Nevada",2025,0
"2646","Trade, Transportation, and Utilities","New Hampshire",2021,0
"2647","Trade, Transportation, and Utilities","New Hampshire",2022,0
"2648","Trade, Transportation, and Utilities","New Hampshire",2023,0
"2649","Trade, Transportation, and Utilities","New Hampshire",2024,0
"2650","Trade, Transportation, and Utilities","New Hampshire",2025,0
"2651","Trade, Transportation, and Utilities","New Jersey",2021,1
"2652","Trade, Transportation, and Utilities","New Jersey",2022,1
"2653","Trade, Transportation, and Utilities","New Jersey",2023,1
"2654","Trade, Transportation, and Utilities","New Jersey",2024,1
"2655","Trade, Transportation, and Utilities","New Jersey",2025,1
"2656","Trade, Transportation, and Utilities","New Mexico",2021,0
"2657","Trade, Transportation, and Utilities","New Mexico",2022,0
"2658","Trade, Transportation, and Utilities","New Mexico",2023,0
